"CLNR";"visit";"species"
82153;"A";"Parmeliopsis ambigua"
82153;"A";"Platismatia glauca"
82153;"A";"Pseudevernia furfuracea"
83050;"A";"Anisomeridium polypori"
83050;"A";"Arthonia spadicea"
83050;"A";"Bacidia circumspecta"
83050;"A";"Bacidina arnoldiana aggr."
83050;"A";"Buellia griseovirens"
83050;"A";"Cladonia coniocraea aggr."
83050;"A";"Cladonia fimbriata"
83050;"A";"Coenogonium pineti"
83050;"A";"Coniocarpon cinnabarinum aggr."
83050;"A";"Graphis scripta"
83050;"A";"Haematomma ochroleucum"
83050;"A";"Lecania naegelii"
83050;"A";"Lecidella albida"
83050;"A";"Lepraria eburnea"
83050;"A";"Lepraria finkii"
83050;"A";"Megalaria pulverea"
83050;"A";"Micarea prasina aggr."
83050;"A";"Mycobilimbia pilularis"
83050;"A";"Phlyctis argena"
83050;"A";"Pyrenula laevigata"
83050;"A";"Violella fucata"
83090;"A";"Bacidina arnoldiana aggr."
83090;"A";"Buellia griseovirens"
83090;"A";"Chaenotheca ferruginea"
83090;"A";"Chaenotheca stemonea"
83090;"A";"Cladonia coniocraea aggr."
83090;"A";"Cliostomum haematommatis/Loxospora cristinae"
83090;"A";"Coenogonium pineti"
83090;"A";"Fellhanera gyrophorica"
83090;"A";"Graphis scripta"
83090;"A";"Haematomma ochroleucum"
83090;"A";"Lepraria eburnea"
83090;"A";"Lepraria finkii"
83090;"A";"Lepraria rigidula"
83090;"A";"Loxospora elatina"
83090;"A";"Megalaria pulverea"
83090;"A";"Melanelixia glabratula aggr."
83090;"A";"Micarea cinerea f. cinerea"
83090;"A";"Micarea prasina aggr."
83090;"A";"Normandina pulchella"
83090;"A";"Opegrapha vulgata aggr."
83090;"A";"Parmelia sulcata"
83090;"A";"Pertusaria coccodes"
83090;"A";"Phlyctis argena"
83090;"A";"Porina leptalea"
83090;"A";"Pyrenula laevigata"
83090;"A";"Thelotrema lepadinum"
83090;"A";"Violella fucata"
83090;"A";"Zwackhia viridis"
83090;"K";"Anisomeridium polypori"
83090;"K";"Arthonia spadicea"
83090;"K";"Biatora chrysantha"
83090;"K";"Buellia griseovirens"
83090;"K";"Byssoloma marginatum"
83090;"K";"Catinaria atropurpurea"
83090;"K";"Chaenotheca ferruginea"
83090;"K";"Chaenotheca furfuracea"
83090;"K";"Chaenotheca trichialis"
83090;"K";"Cladonia coniocraea aggr."
83090;"K";"Cladonia digitata"
83090;"K";"Cliostomum haematommatis/Loxospora cristinae"
83090;"K";"Coenogonium pineti"
83090;"K";"Fellhanera gyrophorica"
83090;"K";"Graphis scripta"
83090;"K";"Haematomma ochroleucum"
83090;"K";"Lecanora carpinea"
83090;"K";"Lecanora chlarotera"
83090;"K";"Lecidella albida"
83090;"K";"Lecidella elaeochroma aggr."
83090;"K";"Lepraria eburnea"
83090;"K";"Lepraria finkii"
83090;"K";"Lepraria rigidula"
83090;"K";"Lopadium disciforme"
83090;"K";"Megalaria pulverea"
83090;"K";"Melanelixia subaurifera"
83090;"K";"Micarea cinerea f. cinerea"
83090;"K";"Micarea prasina aggr."
83090;"K";"Normandina pulchella"
83090;"K";"Opegrapha vulgata aggr."
83090;"K";"Parmelia sulcata"
83090;"K";"Phlyctis argena"
83090;"K";"Physcia aipolia"
83090;"K";"Physcia tenella"
83090;"K";"Polycauliona polycarpa"
83090;"K";"Porina leptalea"
83090;"K";"Pyrenula laevigata"
83090;"K";"Strigula stigmatella"
83090;"K";"Thelotrema lepadinum"
83090;"K";"Violella fucata"
83090;"K";"Zwackhia viridis"
83266;"A";"Caloplaca cerina aggr."
83266;"A";"Caloplaca sorocarpa"
83266;"A";"Frutidella furfuracea"
83266;"A";"Jamesiella anastomosans"
83266;"A";"Lecanora chlarotera"
83266;"A";"Lecanora strobilina aggr."
83266;"A";"Lecidella elaeochroma aggr."
83266;"A";"Lepraria elobata"
83266;"A";"Rinodina malangica"
83442;"A";"Acolium karelicum"
83442;"A";"Arthonia mediella"
83442;"A";"Bacidia incompta"
83442;"A";"Biatora chrysantha"
83442;"A";"Biatora subduplex"
83442;"A";"Bryobilimbia sanguineoatra"
83442;"A";"Bryoria fuscescens"
83442;"A";"Bryoria implexa"
83442;"A";"Buellia schaereri"
83442;"A";"Calicium trabinellum"
83442;"A";"Caloplaca sorocarpa"
83442;"A";"Candelariella xanthostigma"
83442;"A";"Cetraria sepincola"
83442;"A";"Chaenotheca stemonea"
83442;"A";"Cladonia cenotea"
83442;"A";"Cladonia coniocraea aggr."
83442;"A";"Cladonia digitata"
83442;"A";"Evernia divaricata"
83442;"A";"Evernia mesomorpha"
83442;"A";"Frutidella furfuracea"
83442;"A";"Hypocenomyce scalaris"
83442;"A";"Hypogymnia farinacea"
83442;"A";"Hypogymnia physodes"
83442;"A";"Imshaugia aleurites"
83442;"A";"Lecanora boligera"
83442;"A";"Lecanora cadubriae"
83442;"A";"Lecanora chlarotera"
83442;"A";"Lecanora circumborealis"
83442;"A";"Lecanora expersa"
83442;"A";"Lecanora fuscescens"
83442;"A";"Lecanora subintricata"
83442;"A";"Lecanora varia"
83442;"A";"Lecidella elaeochroma aggr."
83442;"A";"Lepraria elobata"
83442;"A";"Lepraria finkii"
83442;"A";"Lepraria incana"
83442;"A";"Lepraria jackii"
83442;"A";"Lepraria rigidula"
83442;"A";"Letharia vulpina"
83442;"A";"Melanelixia glabratula aggr."
83442;"A";"Melanohalea exasperatula"
83442;"A";"Ochrolechia alboflavescens"
83442;"A";"Ochrolechia androgyna aggr."
83442;"A";"Parmelia saxatilis aggr."
83442;"A";"Parmelia sulcata"
83442;"A";"Parmeliopsis ambigua"
83442;"A";"Parmeliopsis hyperopta"
83442;"A";"Phlyctis argena"
83442;"A";"Placynthiella dasaea"
83442;"A";"Pseudevernia furfuracea"
83442;"A";"Rinodina orculata"
83442;"A";"Strangospora moriformis"
83442;"A";"Trapeliopsis flexuosa"
83442;"A";"Tuckermannopsis chlorophylla"
83442;"A";"Usnea barbata"
83442;"A";"Usnea hirta"
83442;"A";"Usnea perplexans"
83442;"A";"Vulpicida pinastri"
84128;"A";"Amandinea punctata"
84128;"A";"Caloplaca cerinella"
84128;"A";"Candelariella reflexa"
84128;"A";"Hypogymnia physodes"
84128;"A";"Hypogymnia tubulosa"
84128;"A";"Lecanora carpinea"
84128;"A";"Lecanora chlarotera"
84128;"A";"Lecanora chlarotera"
84128;"A";"Lecanora hagenii aggr."
84128;"A";"Lecanora saligna"
84128;"A";"Lecanora symmicta aggr."
84128;"A";"Lecidella elaeochroma aggr."
84128;"A";"Melanelixia glabratula aggr."
84128;"A";"Melanelixia subaurifera"
84128;"A";"Myriolecis sambuci"
84128;"A";"Parmelia sulcata"
84128;"A";"Parmelina tiliacea"
84128;"A";"Physcia adscendens"
84128;"A";"Physcia tenella"
84128;"A";"Polycauliona polycarpa"
84128;"A";"Pseudevernia furfuracea"
84128;"A";"Punctelia subrudecta aggr."
84128;"A";"Rinodina pyrina"
84128;"A";"Scoliciosporum sarothamni"
84128;"A";"Xanthoria parietina"
85485;"A";"Amandinea punctata"
85485;"A";"Candelariella reflexa"
85485;"A";"Flavoparmelia caperata"
85485;"A";"Lecidella elaeochroma aggr."
85485;"A";"Lepra albescens"
85485;"A";"Melanelixia glabratula aggr."
85485;"A";"Parmelia sulcata"
85485;"A";"Parmelina tiliacea"
85485;"A";"Phlyctis argena"
85485;"A";"Physcia adscendens"
85485;"A";"Polycauliona candelaria"
85485;"A";"Punctelia subrudecta aggr."
85485;"A";"Xanthomendoza fallax aggr."
85485;"A";"Xanthoria parietina"
85497;"A";"Caloplaca cerina aggr."
85497;"A";"Caloplaca isidiigera"
85497;"A";"Candelaria concolor/pacifica"
85497;"A";"Candelariella reflexa"
85497;"A";"Candelariella xanthostigma"
85497;"A";"Hyperphyscia adglutinata"
85497;"A";"Lecanora allophana"
85497;"A";"Lecanora chlarotera"
85497;"A";"Lecanora leptyrodes"
85497;"A";"Lecidella elaeochroma aggr."
85497;"A";"Lecidella flavosorediata"
85497;"A";"Melanelixia subargentifera"
85497;"A";"Melanohalea exasperatula"
85497;"A";"Myriolecis sambuci"
85497;"A";"Parmelia sulcata"
85497;"A";"Parmelina tiliacea"
85497;"A";"Phaeophyscia orbicularis"
85497;"A";"Physcia adscendens"
85497;"A";"Physcia aipolia"
85497;"A";"Physcia tenella"
85497;"A";"Polycauliona polycarpa"
85497;"A";"Xanthomendoza fallax aggr."
85497;"A";"Xanthoria parietina"
85515;"A";"Bacidina arnoldiana aggr."
85515;"A";"Caloplaca cerinella"
85515;"A";"Caloplaca cerinelloides"
85515;"A";"Candelariella reflexa"
85515;"A";"Lecania cyrtella"
85515;"A";"Lecania naegelii"
85515;"A";"Lecanora hagenii aggr."
85515;"A";"Lepraria finkii"
85515;"A";"Myriolecis sambuci"
85515;"A";"Phaeophyscia orbicularis"
85515;"A";"Physcia adscendens"
85515;"A";"Physcia stellaris"
85515;"A";"Physcia tenella"
85515;"A";"Physciella chloantha"
85515;"A";"Xanthoria parietina"
85917;"A";"aff. Lecania cyrtellina"
85917;"A";"Caloplaca cerina aggr."
85917;"A";"Candelariella vitellina"
85917;"A";"Lecanora saligna"
85917;"A";"Lecidella elaeochroma aggr."
86974;"A";"Biatora chrysantha"
86974;"A";"Buellia schaereri"
86974;"A";"Chaenotheca chrysocephala"
86974;"A";"Chaenotheca furfuracea"
86974;"A";"Chaenotheca stemonea"
86974;"A";"Chaenotheca trichialis"
86974;"A";"Chrysothrix candelaris"
86974;"A";"Cladonia coniocraea aggr."
86974;"A";"Cladonia digitata"
86974;"A";"Cladonia fimbriata"
86974;"A";"Coenogonium pineti"
86974;"A";"Evernia divaricata"
86974;"A";"Hypogymnia physodes"
86974;"A";"Lecanora strobilina aggr."
86974;"A";"Lecidea nylanderi"
86974;"A";"Lecidella albida"
86974;"A";"Lepra amara"
86974;"A";"Lepraria finkii"
86974;"A";"Loxospora elatina"
86974;"A";"Melanelixia glabratula aggr."
86974;"A";"Micarea prasina aggr."
86974;"A";"Ochrolechia androgyna aggr."
86974;"A";"Opegrapha vulgata aggr."
86974;"A";"Parmelia saxatilis aggr."
86974;"A";"Parmelia sulcata"
86974;"A";"Parmeliopsis ambigua"
86974;"A";"Pertusaria coccodes"
86974;"A";"Pseudevernia furfuracea"
86974;"A";"Schismatomma pericleum"
86974;"A";"Violella fucata"
88107;"A";"Arthonia mediella"
88107;"A";"Biatora chrysantha"
88107;"A";"Biatora efflorescens"
88107;"A";"Bryoria capillaris"
88107;"A";"Bryoria fuscescens"
88107;"A";"Buellia griseovirens"
88107;"A";"Buellia schaereri"
88107;"A";"Calicium viride"
88107;"A";"Chaenotheca chrysocephala"
88107;"A";"Chaenotheca furfuracea"
88107;"A";"Chaenotheca stemonea"
88107;"A";"Chaenotheca trichialis"
88107;"A";"Chrysothrix candelaris"
88107;"A";"Cladonia digitata"
88107;"A";"Coenogonium pineti"
88107;"A";"Evernia divaricata"
88107;"A";"Frutidella furfuracea"
88107;"A";"Fuscidea pusilla"
88107;"A";"Hypogymnia farinacea"
88107;"A";"Hypogymnia physodes"
88107;"A";"Hypogymnia tubulosa"
88107;"A";"Imshaugia aleurites"
88107;"A";"Lecanora pulicaris"
88107;"A";"Lecanora strobilina aggr."
88107;"A";"Lecidea nylanderi"
88107;"A";"Lecidella subviridis"
88107;"A";"Lepra albescens"
88107;"A";"Lepraria elobata"
88107;"A";"Lepraria rigidula"
88107;"A";"Loxospora elatina"
88107;"A";"Melanelixia glabratula aggr."
88107;"A";"Melanohalea exasperatula"
88107;"A";"Micarea prasina aggr."
88107;"A";"Parmelia saxatilis aggr."
88107;"A";"Parmeliopsis ambigua"
88107;"A";"Parmeliopsis hyperopta"
88107;"A";"Placynthiella dasaea"
88107;"A";"Platismatia glauca"
88107;"A";"Pseudevernia furfuracea"
88107;"A";"Pseudosagedia aenea"
88107;"A";"Usnea diplotypus"
88107;"A";"Usnea hirta"
88107;"A";"Violella fucata"
88107;"A";"Vulpicida pinastri"
88235;"A";"Arthrosporum populorum"
88235;"A";"Caloplaca cerina aggr."
88235;"A";"Caloplaca holocarpa"
88235;"A";"Caloplaca sp.1"
88235;"A";"Candelaria concolor/pacifica"
88235;"A";"Candelariella xanthostigma"
88235;"A";"Hyperphyscia adglutinata"
88235;"A";"Lecania cyrtella"
88235;"A";"Lecanora allophana"
88235;"A";"Lecanora allophana"
88235;"A";"Lecanora chlarotera"
88235;"A";"Lecanora hagenii aggr."
88235;"A";"Myriolecis sambuci"
88235;"A";"Phaeophyscia hirsuta"
88235;"A";"Phaeophyscia orbicularis"
88235;"A";"Physcia adscendens"
88235;"A";"Physcia aipolia"
88235;"A";"Physconia distorta"
88235;"A";"Xanthomendoza fallax aggr."
88235;"A";"Xanthoria parietina"
89276;"A";"Acrocordia gemmata"
89276;"A";"Alyxoria varia aggr."
89276;"A";"Amandinea punctata"
89276;"A";"Arthonia radiata"
89276;"A";"Bacidia rubella"
89276;"A";"Biatoridium monasteriense"
89276;"A";"Caloplaca cerina aggr."
89276;"A";"Candelariella reflexa"
89276;"A";"Candelariella xanthostigma"
89276;"A";"Coenogonium pineti"
89276;"A";"Collema flaccidum"
89276;"A";"Graphis scripta"
89276;"A";"Gyalecta truncigena aggr."
89276;"A";"Lecania cyrtella"
89276;"A";"Lecanora allophana"
89276;"A";"Lecanora allophana"
89276;"A";"Lecanora chlarotera"
89276;"A";"Lecanora chlarotera"
89276;"A";"Lecanora hagenii aggr."
89276;"A";"Lecidella albida"
89276;"A";"Lecidella elaeochroma aggr."
89276;"A";"Lepra albescens"
89276;"A";"Lepraria finkii"
89276;"A";"Lepraria vouauxii"
89276;"A";"Leptogium saturninum"
89276;"A";"Melanelixia glabratula aggr."
89276;"A";"Melanelixia subaurifera"
89276;"A";"Parmelina tiliacea"
89276;"A";"Phaeophyscia endophoenicea"
89276;"A";"Phlyctis argena"
89276;"A";"Physconia perisidiosa"
89276;"A";"Pseudosagedia aenea"
89276;"A";"Pseudoschismatomma rufescens"
89276;"A";"Rinodina albana"
89276;"A";"Xanthomendoza ulophyllodes"
89276;"A";"Xanthoria parietina"
89288;"A";"Biatora chrysantha"
89288;"A";"Buellia schaereri"
89288;"A";"Cladonia coniocraea aggr."
89288;"A";"Cladonia fimbriata"
89288;"A";"Frutidella furfuracea"
89288;"A";"Hypogymnia bitteri"
89288;"A";"Hypogymnia physodes"
89288;"A";"Imshaugia aleurites"
89288;"A";"Lecanora pulicaris"
89288;"A";"Lepraria jackii"
89288;"A";"Loxospora elatina"
89288;"A";"Ochrolechia androgyna aggr."
89288;"A";"Parmeliopsis ambigua"
89288;"A";"Parmeliopsis hyperopta"
89288;"A";"Pseudevernia furfuracea"
89288;"A";"Pycnora sorophora"
89288;"A";"Usnea substerilis"
89288;"A";"Violella fucata"
89288;"A";"Vulpicida pinastri"
90236;"A";"Acrocordia cavata"
90236;"A";"Anisomeridium polypori"
90236;"A";"Arthonia atra"
90236;"A";"Arthonia didyma"
90236;"A";"Arthonia radiata"
90236;"A";"Bacidia arceutina"
90236;"A";"Bacidia subincompta aggr."
90236;"A";"Bacidina arnoldiana aggr."
90236;"A";"Biatoridium monasteriense"
90236;"A";"Buellia griseovirens"
90236;"A";"Caloplaca cerina aggr."
90236;"A";"Candelariella reflexa"
90236;"A";"Catillaria nigroclavata"
90236;"A";"Cladonia coniocraea aggr."
90236;"A";"Cladonia fimbriata"
90236;"A";"Cliostomum haematommatis/Loxospora cristinae"
90236;"A";"Coenogonium pineti"
90236;"A";"Coniocarpon cinnabarinum aggr."
90236;"A";"Evernia prunastri"
90236;"A";"Flavoparmelia caperata"
90236;"A";"Graphis scripta"
90236;"A";"Gyalecta truncigena aggr."
90236;"A";"Hypogymnia physodes"
90236;"A";"Hypogymnia tubulosa"
90236;"A";"Hypotrachyna revoluta aggr."
90236;"A";"Lecania naegelii"
90236;"A";"Lecanora allophana"
90236;"A";"Lecanora argentata"
90236;"A";"Lecanora carpinea"
90236;"A";"Lecanora hagenii aggr."
90236;"A";"Lecanora pulicaris"
90236;"A";"Lecanora strobilina aggr."
90236;"A";"Lecidella albida"
90236;"A";"Lecidella elaeochroma aggr."
90236;"A";"Lepra albescens"
90236;"A";"Lepra amara"
90236;"A";"Lepraria eburnea"
90236;"A";"Lepraria elobata"
90236;"A";"Lepraria finkii"
90236;"A";"Lepraria rigidula"
90236;"A";"Lepraria vouauxii"
90236;"A";"Loxospora elatina"
90236;"A";"Melanelixia glabratula aggr."
90236;"A";"Melanelixia subaurifera"
90236;"A";"Melanohalea exasperatula"
90236;"A";"Micarea prasina aggr."
90236;"A";"Normandina pulchella"
90236;"A";"Parmelia saxatilis aggr."
90236;"A";"Parmelia sulcata"
90236;"A";"Pertusaria coccodes"
90236;"A";"Pertusaria pupillaris"
90236;"A";"Phlyctis agelaea"
90236;"A";"Phlyctis argena"
90236;"A";"Physcia adscendens"
90236;"A";"Physcia aipolia"
90236;"A";"Physcia stellaris"
90236;"A";"Physcia tenella"
90236;"A";"Platismatia glauca"
90236;"A";"Pleurosticta acetabulum"
90236;"A";"Porina leptalea"
90236;"A";"Pseudosagedia aenea"
90236;"A";"Pseudoschismatomma rufescens"
90236;"A";"Ramalina farinacea"
90236;"A";"Ropalospora viridis"
90236;"A";"Zwackhia viridis"
90480;"A";"Anaptychia ciliaris"
90480;"A";"Anisomeridium polypori"
90480;"A";"Arthonia radiata"
90480;"A";"Bacidia subincompta aggr."
90480;"A";"Biatora chrysantha"
90480;"A";"Biatora globulosa"
90480;"A";"Buellia disciformis"
90480;"A";"Buellia griseovirens"
90480;"A";"Cetrelia olivetorum aggr."
90480;"A";"Chaenotheca chrysocephala"
90480;"A";"Cladonia fimbriata"
90480;"A";"Cliostomum haematommatis/Loxospora cristinae"
90480;"A";"Coenogonium luteum"
90480;"A";"Coenogonium pineti"
90480;"A";"Evernia prunastri"
90480;"A";"Graphis scripta"
90480;"A";"Hypotrachyna revoluta aggr."
90480;"A";"Lecanora argentata"
90480;"A";"Lecanora carpinea"
90480;"A";"Lecanora intumescens"
90480;"A";"Lecanora strobilina aggr."
90480;"A";"Lecanora symmicta aggr."
90480;"A";"Lecidella albida"
90480;"A";"Lecidella elaeochroma aggr."
90480;"A";"Lecidella flavosorediata"
90480;"A";"Lepraria eburnea"
90480;"A";"Lepraria rigidula"
90480;"A";"Lepraria vouauxii"
90480;"A";"Loxospora elatina"
90480;"A";"Melanelixia glabratula aggr."
90480;"A";"Melanelixia subaurifera"
90480;"A";"Melanohalea exasperatula"
90480;"A";"Micarea prasina aggr."
90480;"A";"Mycobilimbia epixanthoides/Lecania croatica"
90480;"A";"Normandina pulchella"
90480;"A";"Ochrolechia alboflavescens"
90480;"A";"Opegrapha vulgata aggr."
90480;"A";"Parmelia sulcata"
90480;"A";"Parmelina tiliacea"
90480;"A";"Pertusaria leioplaca"
90480;"A";"Phaeophyscia endophoenicea"
90480;"A";"Phlyctis argena"
90480;"A";"Physcia tenella"
90480;"A";"Pseudevernia furfuracea"
90480;"A";"Pseudosagedia aenea"
90480;"A";"Pseudoschismatomma rufescens"
90480;"A";"Ramalina farinacea"
90480;"A";"Schismatomma pericleum"
90480;"A";"Usnea intermedia"
90480;"K";"Anisomeridium polypori"
90480;"K";"Arthonia didyma"
90480;"K";"Arthonia radiata"
90480;"K";"Bacidia subincompta aggr."
90480;"K";"Bacidina arnoldiana aggr."
90480;"K";"Biatora chrysantha"
90480;"K";"Biatora globulosa"
90480;"K";"Buellia disciformis"
90480;"K";"Buellia griseovirens"
90480;"K";"Caloplaca cerina aggr."
90480;"K";"Candelariella reflexa"
90480;"K";"Cetrelia olivetorum aggr."
90480;"K";"Chaenotheca chrysocephala"
90480;"K";"Chaenotheca stemonea"
90480;"K";"Cladonia fimbriata"
90480;"K";"Cliostomum haematommatis/Loxospora cristinae"
90480;"K";"Coenogonium luteum"
90480;"K";"Coenogonium pineti"
90480;"K";"Evernia prunastri"
90480;"K";"Graphis scripta"
90480;"K";"Hypogymnia physodes"
90480;"K";"Lecania cyrtella"
90480;"K";"Lecanora albella"
90480;"K";"Lecanora argentata"
90480;"K";"Lecanora barkmaniana"
90480;"K";"Lecanora carpinea"
90480;"K";"Lecanora intumescens"
90480;"K";"Lecanora strobilina aggr."
90480;"K";"Lecidella albida"
90480;"K";"Lecidella elaeochroma aggr."
90480;"K";"Lecidella flavosorediata"
90480;"K";"Lepra amara"
90480;"K";"Lepraria eburnea"
90480;"K";"Lepraria finkii"
90480;"K";"Lepraria rigidula"
90480;"K";"Loxospora elatina"
90480;"K";"Megalaria pulverea"
90480;"K";"Melanelixia glabratula aggr."
90480;"K";"Melanelixia subaurifera"
90480;"K";"Micarea prasina aggr."
90480;"K";"Normandina acroglypta"
90480;"K";"Normandina pulchella"
90480;"K";"Ochrolechia androgyna aggr."
90480;"K";"Opegrapha vulgata aggr."
90480;"K";"Parmelia sulcata"
90480;"K";"Pertusaria leioplaca"
90480;"K";"Pertusaria pupillaris"
90480;"K";"Phaeophyscia endophoenicea"
90480;"K";"Phlyctis argena"
90480;"K";"Pseudevernia furfuracea"
90480;"K";"Pseudosagedia aenea"
90480;"K";"Pseudoschismatomma rufescens"
90480;"K";"Ramalina farinacea"
90480;"K";"Rinodina albana"
90480;"K";"Rinodina efflorescens"
90480;"K";"Schismatomma pericleum"
90480;"K";"Scoliciosporum umbrinum"
90480;"K";"Strigula stigmatella"
90480;"K";"Vezdaea aestivalis"
90516;"A";"Biatora chrysantha"
90516;"A";"Chaenotheca chrysocephala"
90516;"A";"Chaenotheca trichialis"
90516;"A";"Evernia divaricata"
90516;"A";"Hypogymnia physodes"
90516;"A";"Lecanora pulicaris"
90516;"A";"Lecanora subintricata"
90516;"A";"Lecidella subviridis"
90516;"A";"Lepraria elobata"
90516;"A";"Lepraria finkii"
90516;"A";"Melanelixia subaurifera"
90516;"A";"Micarea prasina aggr."
90516;"A";"Parmelia saxatilis aggr."
90516;"A";"Phlyctis argena"
90516;"A";"Pseudevernia furfuracea"
91526;"A";"Amandinea punctata"
91526;"A";"Buellia griseovirens"
91526;"A";"Candelariella reflexa"
91526;"A";"Candelariella xanthostigma"
91526;"A";"Coenogonium pineti"
91526;"A";"Graphis scripta"
91526;"A";"Lecanora aff. expallens"
91526;"A";"Lecanora argentata"
91526;"A";"Lecanora argentata"
91526;"A";"Lecanora carpinea"
91526;"A";"Lecanora hagenii aggr."
91526;"A";"Lecidella elaeochroma aggr."
91526;"A";"Lecidella flavosorediata"
91526;"A";"Lepra albescens"
91526;"A";"Lepraria finkii"
91526;"A";"Lepraria rigidula"
91526;"A";"Melanelixia glabratula aggr."
91526;"A";"Parmelia saxatilis aggr."
91526;"A";"Parmelia sulcata"
91526;"A";"Parmelina tiliacea"
91526;"A";"Phlyctis argena"
91526;"A";"Placynthiella dasaea"
91526;"A";"Polycauliona candelaria"
91526;"A";"Pseudosagedia aenea"
91658;"A";"Anisomeridium polypori"
91658;"A";"Arthonia ruana"
91658;"A";"Arthonia spadicea"
91658;"A";"Bacidia rubella"
91658;"A";"Bacidina arnoldiana aggr."
91658;"A";"Chaenotheca chrysocephala"
91658;"A";"Chaenotheca furfuracea"
91658;"A";"Chaenotheca trichialis"
91658;"A";"Coenogonium pineti"
91658;"A";"Flavoparmelia caperata"
91658;"A";"Graphis scripta"
91658;"A";"Lecanora argentata"
91658;"A";"Lecanora argentata"
91658;"A";"Lecanora argentata"
91658;"A";"Lecanora strobilina aggr."
91658;"A";"Lecanora strobilina aggr."
91658;"A";"Lecidella albida"
91658;"A";"Lecidella elaeochroma aggr."
91658;"A";"Lepraria eburnea"
91658;"A";"Lepraria finkii"
91658;"A";"Micarea prasina aggr."
91658;"A";"Normandina acroglypta"
91658;"A";"Normandina pulchella"
91658;"A";"Opegrapha vermicellifera"
91658;"A";"Parmelina tiliacea"
91658;"A";"Parmeliopsis ambigua"
91658;"A";"Phlyctis argena"
91658;"A";"Pseudosagedia aenea"
91658;"A";"Punctelia subrudecta aggr."
91658;"A";"Ramalina europaea/pollinaria"
91658;"A";"Strigula stigmatella"
92832;"A";"Arthonia didyma"
92832;"A";"Arthonia radiata"
92832;"A";"Bacidina delicata"
92832;"A";"Biatora chrysantha"
92832;"A";"Biatora helvola"
92832;"A";"Buellia griseovirens"
92832;"A";"Cladonia coniocraea aggr."
92832;"A";"Coenogonium pineti"
92832;"A";"Hypogymnia physodes"
92832;"A";"Hypogymnia tubulosa"
92832;"A";"Jamesiella anastomosans"
92832;"A";"Lecanora carpinea"
92832;"A";"Lecanora conizaeoides"
92832;"A";"Lecanora pulicaris"
92832;"A";"Lecanora strobilina aggr."
92832;"A";"Lepraria eburnea"
92832;"A";"Lepraria finkii"
92832;"A";"Megalaria pulverea"
92832;"A";"Melanelixia glabratula aggr."
92832;"A";"Melanohalea exasperatula"
92832;"A";"Micarea prasina aggr."
92832;"A";"Parmelia sulcata"
92832;"A";"Pertusaria pupillaris"
92832;"A";"Phlyctis argena"
92832;"A";"Platismatia glauca"
92832;"A";"Pseudevernia furfuracea"
92832;"A";"Pseudosagedia aenea"
92832;"A";"Ramalina farinacea"
92832;"A";"Ropalospora viridis"
93184;"A";"Bacidina phacodes"
93184;"A";"Buellia griseovirens"
93184;"A";"Buellia schaereri"
93184;"A";"Caloplaca cerinella"
93184;"A";"Caloplaca holocarpa"
93184;"A";"Candelariella reflexa"
93184;"A";"Candelariella vitellina"
93184;"A";"Lecania cyrtella"
93184;"A";"Lecanora carpinea"
93184;"A";"Lecanora chlarotera"
93184;"A";"Lecanora hagenii aggr."
93184;"A";"Lecanora varia"
93184;"A";"Lecidella elaeochroma aggr."
93184;"A";"Myriolecis sambuci"
93184;"A";"Rinodina freyi"
93184;"A";"Rinodina pyrina"
93184;"A";"Xanthoria parietina"
93192;"A";"Arthonia radiata"
93192;"A";"Arthrosporum populorum"
93192;"A";"Buellia griseovirens"
93192;"A";"Caloplaca alnetorum/pyracea"
93192;"A";"Caloplaca cerina aggr."
93192;"A";"Caloplaca cerinella"
93192;"A";"Caloplaca holocarpa"
93192;"A";"Candelariella reflexa"
93192;"A";"Candelariella vitellina"
93192;"A";"Candelariella xanthostigma"
93192;"A";"Catillaria nigroclavata"
93192;"A";"Evernia prunastri"
93192;"A";"Graphis scripta"
93192;"A";"Gyalecta fagicola"
93192;"A";"Gyalecta truncigena aggr."
93192;"A";"Lecania cyrtella"
93192;"A";"Lecania naegelii"
93192;"A";"Lecanora allophana"
93192;"A";"Lecanora barkmaniana"
93192;"A";"Lecanora carpinea"
93192;"A";"Lecanora chlarotera"
93192;"A";"Lecanora hagenii aggr."
93192;"A";"Lecanora leptyrodes"
93192;"A";"Lecidella albida"
93192;"A";"Lecidella elaeochroma aggr."
93192;"A";"Lecidella flavosorediata"
93192;"A";"Lepra albescens"
93192;"A";"Lepraria finkii"
93192;"A";"Lepraria rigidula"
93192;"A";"Melanelixia glabratula aggr."
93192;"A";"Melanelixia subargentifera"
93192;"A";"Melanelixia subaurifera"
93192;"A";"Mycobilimbia epixanthoides/Lecania croatica"
93192;"A";"Myriolecis sambuci"
93192;"A";"Parmelia sulcata"
93192;"A";"Parmelina pastillifera"
93192;"A";"Parmelina tiliacea"
93192;"A";"Phaeophyscia ciliata"
93192;"A";"Phaeophyscia endophoenicea"
93192;"A";"Phaeophyscia orbicularis"
93192;"A";"Phlyctis argena"
93192;"A";"Physcia adscendens"
93192;"A";"Physcia aipolia"
93192;"A";"Physconia distorta"
93192;"A";"Physconia enteroxantha"
93192;"A";"Pseudoschismatomma rufescens"
93192;"A";"Ramalina obtusata aggr."
93192;"A";"Rinodina freyi"
93192;"A";"Rinodina polysporoides"
93192;"A";"Xanthomendoza ulophyllodes"
93192;"A";"Xanthoria parietina"
